,Home_Team,Away_Team,Home_Prob,Away_Prob,Home_ML,Away_ML,Home_ML_Prob,Away_ML_Prob,Home_Diff,Away_Diff,Home_KC,Away_KC,Home_Bet,Away_Bet
0,Chicago Cubs,San Francisco Giants,0.2645002772244712,0.7354997227755288,170.0,-200.0,0.3703703703703704,0.6666666666666665,-0.10587009314589918,0.06883305610886226,0,0.020649916832658634,0.0,2987.6919170995493
1,Oakland Athletics,Texas Rangers,0.5471430638417393,0.4528569361582607,-190.0,155.0,0.6551724137931035,0.3921568627450981,-0.10802934995136426,0.060700073413162636,0,0.009986141109907408,0.0,1444.8248542047336
2,Baltimore Orioles,Toronto Blue Jays,0.244722697279547,0.755277302720453,200.0,-250.0,0.33333333333333326,0.7142857142857143,-0.08861063605378625,0.04099158843473871,0,0.014347055952158558,0.0,2075.7750963261565
4,Philadelphia Phillies,Colorado Rockies,0.695361262154007,0.30463873784599305,-225.0,180.0,0.6923076923076923,0.35714285714285715,0.003053569846314663,-0.052504119296864105,0.0009924102000522545,0.0,143.58488497416033,0.0
5,Detroit Tigers,Tampa Bay Rays,0.510693411383504,0.489306588616496,125.0,-150.0,0.4444444444444444,0.6,0.06624896693905957,-0.11069341138350397,0.01192481404903072,0.0,1725.3178710559116,0.0
6,Cleveland Indians,Milwaukee Brewers,0.3397977898866452,0.6602022101133548,165.0,-200.0,0.37735849056603776,0.6666666666666665,-0.037560700679392545,-0.006464456553311737,0,0.0,0.0,0.0
7,Pittsburgh Pirates,Washington Nationals,0.3791575949913128,0.6208424050086871,110.0,-135.0,0.4761904761904761,0.574468085106383,-0.09703288119916331,0.04637431990230412,0,0.010897965177041476,0.0,1576.7502957098918
8,Chicago White Sox,Boston Red Sox,0.6132608639243824,0.3867391360756176,-175.0,145.0,0.6363636363636364,0.40816326530612246,-0.02310277243925396,-0.02142412923050485,0,0.0,0.0,0.0
9,Houston Astros,Los Angeles Angels,0.7390666672447603,0.26093333275523967,-225.0,185.0,0.6923076923076923,0.3508771929824561,0.04675897493706804,-0.08994386022721645,0.015196666854547103,0.0,2198.6993505164382,0.0
10,Minnesota Twins,Kansas City Royals,0.5057321217612435,0.4942678782387565,-135.0,110.0,0.574468085106383,0.4761904761904761,-0.06873596334513954,0.0180774020482804,0,0.0034511403910353344,0.0,499.3213451961653
11,St. Louis Cardinals,Cincinnati Reds,0.46594417373327157,0.5340558262667284,100.0,-120.0,0.5,0.5454545454545454,-0.03405582626672843,-0.011398719187816986,0,0.0,0.0,0.0
12,Atlanta Braves,Miami Marlins,0.7634396729483403,0.23656032705165975,-250.0,195.0,0.7142857142857143,0.33898305084745756,0.04915395866262595,-0.10242272379579781,0.017203885531919094,0.0,2489.1097704146505,0.0
13,New York Mets,New York Yankees,0.4829304608979133,0.5170695391020868,105.0,-130.0,0.4878048780487805,0.5652173913043478,-0.004874417150867172,-0.04814785220226103,0,0.0,0.0,0.0
14,Los Angeles Dodgers,San Diego Padres,0.7126034579710844,0.2873965420289156,-225.0,180.0,0.6923076923076923,0.35714285714285715,0.020295765663392085,-0.06974631511394153,0.006596123840602419,0.0,954.3469856298798,0.0
15,Seattle Mariners,Arizona Diamondbacks,0.7250306729599905,0.27496932704000954,-185.0,150.0,0.6491228070175439,0.4,0.07590786594244658,-0.12503067295999049,0.02163374179359728,0.0,3130.034663923035,0.0
